date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:51:51	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e890bfcc53c8d61:0%22	https://usermanagement.rushcard.com/content/fonts/fontawesome-webfont.eot?	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/fonts/fontawesome-webfontd41d.eot	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:51:53	71896/71896	---M--	200	added ('OK')	font/woff2	etag:%227af3c1cc53c8d61:0%22	https://usermanagement.rushcard.com/content/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/fonts/fontawesome-webfont5b62.woff2	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:51:53	90412/90412	---M--	200	added ('OK')	application/x-font-woff	etag:%227af3c1cc53c8d61:0%22	https://usermanagement.rushcard.com/content/fonts/fontawesome-webfont.woff?v=4.6.3	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/fonts/fontawesome-webfont5b62.woff	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:51:54	152796/152796	---M--	200	added ('OK')	application/octet-stream	etag:%227af3c1cc53c8d61:0%22	https://usermanagement.rushcard.com/content/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/fonts/fontawesome-webfont5b62.ttf	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:51:55	124970/124970	---M--	200	added ('OK')	image/jpeg	etag:%221f56c4cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/background-patterns/blue-chevron.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/background-patterns/blue-chevron.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:51:56	64476/64476	---M--	200	added ('OK')	image/jpeg	etag:%223bb8c6cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/backtoschool2017/backtoschool-xs.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/backtoschool2017/backtoschool-xs.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:51:57	63198/63198	---M--	200	added ('OK')	image/jpeg	etag:%223bb8c6cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/backtoschool2017/backtoschool-sm.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/backtoschool2017/backtoschool-sm.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:51:57	73728/73728	---M--	200	added ('OK')	image/jpeg	etag:%223bb8c6cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/backtoschool2017/backtoschool-md.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/backtoschool2017/backtoschool-md.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:51:57	392306/392306	---M--	200	added ('OK')	image/svg+xml	etag:%227af3c1cc53c8d61:0%22	https://usermanagement.rushcard.com/content/fonts/fontawesome-webfont.svg?v=4.6.3	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/fonts/fontawesome-webfont5b62.svg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:51:58	116118/116118	---M--	200	added ('OK')	image/jpeg	etag:%223bb8c6cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/backtoschool2017/backtoschool-lg.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/backtoschool2017/backtoschool-lg.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:51:59	127001/127001	---M--	200	added ('OK')	image/jpeg	etag:%223bb8c6cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/backtoschool2017/backtoschool-xl.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/backtoschool2017/backtoschool-xl.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:51:59	50077/50077	---M--	200	added ('OK')	image/jpeg	etag:%223bdfcdcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/powerhouse2017/powerhouse-xs.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/powerhouse2017/powerhouse-xs.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:00	54323/54323	---M--	200	added ('OK')	image/jpeg	etag:%223bdfcdcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/powerhouse2017/powerhouse-sm.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/powerhouse2017/powerhouse-sm.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:00	58658/58658	---M--	200	added ('OK')	image/jpeg	etag:%223bdfcdcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/powerhouse2017/powerhouse-md.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/powerhouse2017/powerhouse-md.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:01	83978/83978	---M--	200	added ('OK')	image/jpeg	etag:%223bdfcdcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/powerhouse2017/powerhouse-lg.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/powerhouse2017/powerhouse-lg.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:02	9557/9557	---M--	200	added ('OK')	image/jpeg	etag:%221f56c4cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/background-patterns/whitesquares_patterntile.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/background-patterns/whitesquares_patterntile.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:02	101172/101172	---M--	200	added ('OK')	image/jpeg	etag:%223bdfcdcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/powerhouse2017/powerhouse-xl.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/powerhouse2017/powerhouse-xl.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:02	63566/63566	---M--	200	added ('OK')	image/jpeg	etag:%2207dcbcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/fallsweeps2017/fallsweeps-xs.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/fallsweeps2017/fallsweeps-xs.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:03	62868/62868	---M--	200	added ('OK')	image/jpeg	etag:%2207dcbcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/fallsweeps2017/fallsweeps-md.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/fallsweeps2017/fallsweeps-md.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:04	177238/177238	---M--	200	added ('OK')	image/jpeg	etag:%2207dcbcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/fallsweeps2017/fallsweeps-sm.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/fallsweeps2017/fallsweeps-sm.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:05	173681/173681	---M--	200	added ('OK')	image/jpeg	etag:%2207dcbcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/fallsweeps2017/fallsweeps-lg.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/fallsweeps2017/fallsweeps-lg.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:05	82827/82827	---M--	200	added ('OK')	image/jpeg	etag:%2207dcbcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/fallsweeps2017/fallsweeps-xl.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/fallsweeps2017/fallsweeps-xl.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:05	42300/42300	---M--	200	added ('OK')	image/jpeg	etag:%2207dcbcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/holidaypromo2017/holidaypromo-xs.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/holidaypromo2017/holidaypromo-xs.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:06	36282/36282	---M--	200	added ('OK')	image/jpeg	etag:%2207dcbcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/holidaypromo2017/holidaypromo-sm.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/holidaypromo2017/holidaypromo-sm.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:06	44736/44736	---M--	200	added ('OK')	image/jpeg	etag:%2207dcbcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/holidaypromo2017/holidaypromo-md.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/holidaypromo2017/holidaypromo-md.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:07	58132/58132	---M--	200	added ('OK')	image/jpeg	etag:%2207dcbcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/holidaypromo2017/holidaypromo-lg.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/holidaypromo2017/holidaypromo-lg.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:08	72780/72780	---M--	200	added ('OK')	image/jpeg	etag:%2207dcbcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/holidaypromo2017/holidaypromo-xl.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/holidaypromo2017/holidaypromo-xl.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:09	112926/112926	---M--	200	added ('OK')	image/jpeg	etag:%227641d0cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/springpromo2018/springpromo2018-xs.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/springpromo2018/springpromo2018-xs.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:10	102689/102689	---M--	200	added ('OK')	image/jpeg	etag:%227641d0cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/springpromo2018/springpromo2018-sm.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/springpromo2018/springpromo2018-sm.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:11	127474/127474	---M--	200	added ('OK')	image/jpeg	etag:%223bdfcdcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/springpromo2018/springpromo2018-md.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/springpromo2018/springpromo2018-md.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:11	177083/177083	---M--	200	added ('OK')	image/jpeg	etag:%223bdfcdcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/springpromo2018/springpromo2018-lg.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/springpromo2018/springpromo2018-lg.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:12	213/213	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20May%202021%2018:52:11%20GMT	https://usermanagement.rushcard.com/Content/Images/activation/icon-directdeposit-small.png	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/Content/Images/activation/icon-directdeposit-small.png	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:12	390/390	---M--	200	added ('OK')	image/png	etag:%221f56c4cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/activation/icon-directdeposit-small.png	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/activation/icon-directdeposit-small.png	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:13	207/207	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20May%202021%2018:52:12%20GMT	https://usermanagement.rushcard.com/Content/Images/activation/icon-directdeposit.png	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/Content/Images/activation/icon-directdeposit.png	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:14	217865/217865	---M--	200	added ('OK')	image/jpeg	etag:%227641d0cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/springpromo2018/springpromo2018-xl.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/springpromo2018/springpromo2018-xl.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:14	500/500	---M--	200	added ('OK')	image/png	etag:%221f56c4cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/activation/icon-directdeposit.png	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/activation/icon-directdeposit.png	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:14	213/213	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20May%202021%2018:52:14%20GMT	https://usermanagement.rushcard.com/Content/Images/activation/icon-onlineaccount-small.png	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/Content/Images/activation/icon-onlineaccount-small.png	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:15	1633/1633	---M--	200	added ('OK')	image/png	etag:%221f56c4cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/activation/icon-onlineaccount-small.png	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/activation/icon-onlineaccount-small.png	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:15	207/207	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20May%202021%2018:52:15%20GMT	https://usermanagement.rushcard.com/Content/Images/activation/icon-onlineaccount.png	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/Content/Images/activation/icon-onlineaccount.png	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:16	2241/2241	---M--	200	added ('OK')	image/png	etag:%221f56c4cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/activation/icon-onlineaccount.png	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/activation/icon-onlineaccount.png	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:17	65926/65926	---M--	200	added ('OK')	image/jpeg	etag:%227641d0cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/summerpromo2018/summerpromo2018-sm.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/summerpromo2018/summerpromo2018-sm.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:18	66183/66183	---M--	200	added ('OK')	image/jpeg	etag:%220a4d2cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/summerpromo2018/summerpromo2018-xs.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/summerpromo2018/summerpromo2018-xs.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:19	80353/80353	---M--	200	added ('OK')	image/jpeg	etag:%227641d0cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/summerpromo2018/summerpromo2018-md.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/summerpromo2018/summerpromo2018-md.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:20	130720/130720	---M--	200	added ('OK')	image/jpeg	etag:%227641d0cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/summerpromo2018/summerpromo2018-xl.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/summerpromo2018/summerpromo2018-xl.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:20	108342/108342	---M--	200	added ('OK')	image/jpeg	etag:%227641d0cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/summerpromo2018/summerpromo2018-lg.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/summerpromo2018/summerpromo2018-lg.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:21	102630/102630	---M--	200	added ('OK')	image/jpeg	etag:%229a1ac9cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/bts2018/bts2018-xs.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/bts2018/bts2018-xs.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:21	83131/83131	---M--	200	added ('OK')	image/jpeg	etag:%223bb8c6cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/bts2018/bts2018-sm.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/bts2018/bts2018-sm.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:22	110416/110416	---M--	200	added ('OK')	image/jpeg	etag:%223bb8c6cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/bts2018/bts2018-md.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/bts2018/bts2018-md.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:23	152894/152894	---M--	200	added ('OK')	image/jpeg	etag:%223bb8c6cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/bts2018/bts2018-lg.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/bts2018/bts2018-lg.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:24	102609/102609	---M--	200	added ('OK')	image/jpeg	etag:%2207dcbcc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/fallpromo2018/fallpromo2018-xs.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/fallpromo2018/fallpromo2018-xs.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:24	199568/199568	---M--	200	added ('OK')	image/jpeg	etag:%229a1ac9cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/bts2018/bts2018-xl.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/bts2018/bts2018-xl.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:24	85461/85461	---M--	200	added ('OK')	image/jpeg	etag:%229a1ac9cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/fallpromo2018/fallpromo2018-sm.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/fallpromo2018/fallpromo2018-sm.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:25	99786/99786	---M--	200	added ('OK')	image/jpeg	etag:%229a1ac9cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/fallpromo2018/fallpromo2018-md.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/fallpromo2018/fallpromo2018-md.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:26	137789/137789	---M--	200	added ('OK')	image/jpeg	etag:%229a1ac9cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/fallpromo2018/fallpromo2018-lg.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/fallpromo2018/fallpromo2018-lg.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:26	194304/194304	---M--	200	added ('OK')	image/jpeg	etag:%229a1ac9cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/fallpromo2018/fallpromo2018-xl.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/fallpromo2018/fallpromo2018-xl.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
20:52:27	63544/63544	---M--	200	added ('OK')	image/jpeg	etag:%220a4d2cc53c8d61:0%22	https://usermanagement.rushcard.com/content/images/heroes/taxtime2019v1/taxtime2019v1-xs.jpg	C:/Users/Mostafa%20Ayed/Desktop/New%20folder%20(4)/bbb/usermanagement.rushcard.com/content/images/heroes/taxtime2019v1/taxtime2019v1-xs.jpg	(from https://usermanagement.rushcard.com/bundles/commonstyles?v=epggfAKdxhrA1TTdz-dH58_l3trvB5INHXBlRbPE3EI1)
